Conf4you§ ConferencesParticipantsDao.java§ 					"select cp from  ConferencesParticipants cp where cp.conferenceId=:conferenceId and cp.userId=:userId and cp.date=:date")
Conf4you§ ConferencesParticipantsDao.java§ 					"select cp.user from ConferencesParticipants cp where cp.conference = :conf and cp.date=:date")
Conf4you§ UserDao.java§ 					"select u from User u left outer join u.company where u.company.companyID=:companyId")
Conf4you§ UserDao.java§ 					"select u from User u left outer join u.company where u.company.name=:companyName")
Conf4you§ UserDao.java§ 					"select u from User u left outer join u.company where u.company.companyType=:companyType")
CIDE§ RegisterScreen.java§ 			if (tempUser.compareTo("@") == 0) {
CIDE§ RegisterScreen.java§ 			if (tempUser.compareTo("@") == 0) {
CIDE§ RosterScreen.java§ 												.compareTo(XMPPClient.IQ_REGISTER) == 0) {
CIDE§ RosterScreen.java§ 				if (Contact.userhost(ithJid).compareTo(c.jid) == 0) {
CIDE§ SubscribeScreen.java§ 				if (Contact.userhost(ithC.jid).compareTo(c.jid) == 0) return false;
CTP§ Installer.java§ 	 * introducing the program, allows the user to select an install directory,
CTP§ Installer.java§ 	//Let the user select an installation directory.
CommunityCase§ CheckoutProcess.java§    * If true, the quick process is being used, and user is not offered to select changes
CalicoServer§ ClientThread.java§ 					&& ClientManager.getClientThread(clientIds[i]).getClient().getUsername().compareTo(client.getUsername()) == 0)
CommitCoin§ PeerGroup.java§             // user when doing lots of work, like downloading the block chain. We select a priority level one lower
Course-Master§ User.java§                     JSONObject rspObj = DatabaseConnectionManager.executeQuery("select id, fullname, email, role from user where id = " + id);
Course-Master§ User.java§                 JSONObject rspObj = DatabaseConnectionManager.executeQuery("select id, fullname, email, role from user;");
Course-Master§ User.java§                     JSONObject userPoll = DatabaseConnectionManager.executeQuery("select * from user where id = " + id);
Course-Master§ DatabaseAuthenticator.java§             JSONObject rsp = DatabaseConnectionManager.executeQuery("select * from user where email = '" + email + "'");
Course-Master§ Discussion.java§                 "select topic.id, topic.name, user.fullname postedBy, root.dte postedOn, " +
Cream§ Users.java§         JcrQueryResult result = Recipe.findBy("author = %s order by [jcr:created] desc", user.uuid);
CalicoClient§ Calico.java§ 				else if (args[i].compareTo("-defaultusername") == 0)
CalicoClient§ BubbleMenu.java§ 			if (buttonClassname.compareTo("calico.plugins.userlist.UserImageCreate") == 0)
Conference§ DirectAction.java§ 				if (attendee.userPassword() != null && attendee.userPassword().compareTo(userPassword) == 0) {
CosasDeBugDeveloper§ BuscarPersona.java§ 					String query = "select id, nombre||' '||apaterno||' '||amaterno, email from persona where upper("+parametro+") like upper('%"+textoABuscar+"%')";
CosasDeBugDeveloper§ ModificarPersona.java§ 		String query = "select nombre,apaterno,amaterno,email,sexo,date(fechaNacimiento)  from persona where id = "+idDeLaPersona;
ClientesApp§ ClientesApp.java§         //TypedQuery<Cliente> q=ClientesApp.getClienteC().getEntityManager().createQuery("select e from Cliente as e where e.apellido='gel'",Cliente.class);
CXTestFramework§ D3CampaignSegmentationTest.java§ 					@Step(when = { "select months by clicking on up and down arrow" }, then = "Users should be able to select months from months list box."),
Common-Sense-Net-2§ ActionDataFactory.java§ 			// if user does not have a plot, select ground nut (id = 1)
Common-Sense-Net-2§ ActionDataFactory.java§ 			// if user doesn't have a plot, select TMV2 (id = 4)
Cm9-patch-Galaxy§ ContactsContract.java§          * Starts an Activity that lets the user select the multiple phones from a
ChenSun§ ResultSetRegressionTest.java§ 				.executeQuery("select firstName as 'first person' from bug49516");
ChenSun§ ResultSetRegressionTest.java§ 				.executeQuery("select firstName as 'first person' from bug49516");
ChenSun§ StatementRegressionTest.java§ 					.clientPrepareStatement("select {d '1997-05-24'} FROM testBug15141");
ChenSun§ StatementRegressionTest.java§ 			String select_sql = "select user0_.userName as userName0_0_, user0_.ivalue as ivalue0_0_, user0_.CNAME as CNAME0_0_, user0_.bvalue as bvalue0_0_, user0_.svalue as svalue0_0_, user0_.ACTIVE as ACTIVE0_0_ from X_TEST user0_ where user0_.userName like ?";
ChenSun§ DatabaseAdmin.java§ 			if (username1.compareTo(username2) < 0) {
ChenSun§ DatabaseAdmin.java§ 			if (username1.compareTo(username2) > 0) {
ChenSun§ DatabaseAdmin.java§ 			if (username1.compareTo(username2) < 0) {
ChenSun§ DatabaseAdmin.java§ 			if (username1.compareTo(username2) > 0) {
ChenSun§ ResultSetRegressionTest.java§ 				.executeQuery("select firstName as 'first person' from bug49516");
ChenSun§ ResultSetRegressionTest.java§ 				.executeQuery("select firstName as 'first person' from bug49516");
ChenSun§ StatementRegressionTest.java§ 					.clientPrepareStatement("select {d '1997-05-24'} FROM testBug15141");
ChenSun§ StatementRegressionTest.java§ 			String select_sql = "select user0_.userName as userName0_0_, user0_.ivalue as ivalue0_0_, user0_.CNAME as CNAME0_0_, user0_.bvalue as bvalue0_0_, user0_.svalue as svalue0_0_, user0_.ACTIVE as ACTIVE0_0_ from X_TEST user0_ where user0_.userName like ?";
ChenSun§ ServerInputProcessor.java§ 				if (username.compareTo(acappellaResult.getString("username")) < 0) {
ChenSun§ ServerInputProcessor.java§ 				} else if (username.compareTo(acappellaResult.getString("username")) > 0) {
ChenSun§ ServerInputProcessor.java§ 			if (user.compareTo(approvedUsers[i]) < 0) {
ChenSun§ ServerInputProcessor.java§ 				if (username.compareTo(acappellaResult.getString("username")) < 0) {
ChenSun§ ServerInputProcessor.java§ 				} else if (username.compareTo(acappellaResult
ChenSun§ ServerInputProcessor.java§ 			if (user.compareTo(approvedUsers[i]) < 0) {
CMM-data-grabber§ Eccles.java§                         "order by f.loginTime desc", 
CMM-data-grabber§ UserDetailsManager.java§                     "select u.userName from UserDetails u", String.class);
CMM-data-grabber§ FacilityStatusManager.java§                     "order by s.loginTime desc", FacilitySession.class);
CMM-data-grabber§ FacilityStatusManager.java§                     "order by s.loginTime desc", FacilitySession.class);
CMM-data-grabber§ FacilityStatusManager.java§                         "order by s.loginTime asc", FacilitySession.class);
CMM-data-grabber§ FacilityStatusManager.java§                 "order by s.loginTime desc", FacilitySession.class);
CS225FinalProject§ DataIO.java§ 			// can allow user to select file if file not found?
CS225FinalProject§ DataIO.java§ 			// can allow user to select file if file not found?
CS225FinalProject§ DataIO.java§ 			// can allow user to select file if file not found?
ClaimBlame§ BlameAction.java§         Collections.sort(allUsers);
ClaimBlame§ CulpritAssignment.java§ 		Collections.sort(allUsers);
Cream_1§ CustomerForm.java§             emplocrit.addAscendingOrderByColumn(EmployeeNoCategoryPeer.EMPLOYEE_NO_CAT_NAME);
Cream_1§ TaskForm.java§             usrcrit.addAscendingOrderByColumn(CreamUserPeer.LOGIN_NAME);
Cream_1§ BaseIndustry.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseLeadSource.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseCustomerCategory.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseLanguage.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseEmployeeNoCategory.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseTurbineRole.java§      * The criteria used to select the current contents of collTurbineUserGroupRoles
Cream_1§ BaseRegion.java§      * The criteria used to select the current contents of collCustomersRelatedByRegionId
Cream_1§ BaseRegion.java§      * The criteria used to select the current contents of collCustomersRelatedByShiptoRegionId
Cream_1§ BaseCountry.java§      * The criteria used to select the current contents of collCustomersRelatedByCountryId
Cream_1§ BaseCountry.java§      * The criteria used to select the current contents of collCustomersRelatedByShiptoCountryId
Cream_1§ BaseTurbineUser.java§      * The criteria used to select the current contents of collTurbineUserGroupRoles
Cream_1§ BaseTurbineGroup.java§      * The criteria used to select the current contents of collTurbineUserGroupRoles
Cream_1§ BaseEducationCategory.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseAgeCategory.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseRevenueCategory.java§      * The criteria used to select the current contents of collCustomers
Cream_1§ BaseHouseholdCategory.java§      * The criteria used to select the current contents of collCustomers
CMSC424-WebProject§ Admin.java§ 								String name_query = "select first_name, last_name from customers where email = '"+email+"'";
CMSC424-WebProject§ Admin.java§ 					String availableDrivers = "select deliv_id from deliverypersons where curr_loc = 'store'";
CMSC424-WebProject§ AdminQuery.java§ 			String customerquery = "select c.email, c.address from customers c, transactions t "+
CMSC424-WebProject§ DriverLogin.java§ 			String driverQuery = "select password from deliverypersons where deliv_id = "+id;
CMSC424-WebProject§ Driver.java§ 						String getCustTotal = "select total_spent from customers where email = '"+email+"'";
COSsettings§ LockscreenStyleActivity.java§             //Launches intent for user to select an image/crop it to set as background
Cura§ AccountsListActivity.java§ 		// select all users.
Cura§ AccountsListActivity.java§ 		Cursor c = db.rawQuery("select * from user", null);
Cura§ AccountsListActivity.java§ 			if (userValue.compareTo(username) == 0
Cura§ LoginScreenActivity.java§  * application. Here is where we offer the user the ability to select a server account from the ones that they've added, add new ones or
Cura§ LoginScreenActivity.java§ 		// select all users.
Cura§ LoginScreenActivity.java§ 		Cursor c = db.rawQuery("select * from user", null);
Cura§ LoginScreenActivity.java§ 			if (userValue.compareTo(username) == 0
Cura§ TerminalActivity.java§ 		if (userTemp.getUsername().compareTo("root") == 0) {
Cura§ TerminalActivity.java§ 			if (userTemp.getUsername().compareTo("root") == 0) {
Cura§ LogsDialog.java§  * Description: This Activity is for the dialog creation that happens when a user chooses to select a certain chunk of data
Cura§ regexValidator.java§ 		if (username.compareTo("") == 0
CraftIRC3§ IRCChannelPoint.java§         Collections.sort(users, new NicknameComparator(this.bot));
CraftIRC3§ MinecraftPoint.java§         Collections.sort(users);
Core_1§ KeyedHandler.java§  * Map found = (Map) queryRunner.query("select id, name, age from person", h);
DimSim§ SettingsDialog.java§ 				if(rosterModel.getCurrentUser().getNetProfile().compareTo(networkProfile) != 0)
DimSim§ SettingsDialog.java§ 				//if(rosterModel.getCurrentUser().getImgQuality().compareTo(imageQuality) != 0)
DimSim§ DimDimSession.java§ //			return this.creationDate.compareTo(((UserSession)obj).getCreationDate());
DimSim§ ConferenceUser.java§ 			return	this.email.compareTo(((ConferenceUser)obj).getEmail());
DimSim§ ParticipantClientEventsManager.java§ 			return	id.compareTo(((ParticipantClientEventsManager)o).getId());
